domain,packet_count,avg_packet_size,dns_count,context,passive_score
vedcdnlb.com,2377,773.05,69,general,91.18,80.78
vegandietary.com,9889,1054.61,212,general,89.67,89.67
veloedge.online,18153,1268.74,57,general,82.6,82.6
verbox.ru,13188,1123.25,84,general,87.91,87.91
verygood777cm.com,1003,620.39,81,general,90.18,90.18
viabtc.info,1383,901.24,51,general,87.7,87.7
viamedica.pl,2912,845.34,81,general,89.93,89.93
victory88.link,19706,1269.82,67,general,82.07,82.07
viizmltm.com,27755,1284.16,51,general,78.3,78.3
vimeo.com,10825,1232.28,78,general,84.45,78.35
visittwente.nl,1113,589.5,51,general,89.17,89.17
vistadigital.us,26093,1221.97,120,general,81.2,81.2
vmzinc.com,4431,971.46,120,general,88.2,88.2
voetbalnieuws.be,5674,638.21,504,general,92.82,92.82
vpnoverview.com,309,331.43,18,general,82.67,82.67
vpscairo.com,12495,1104.13,69,general,87.88,87.88
vulcan-vegas.art,4646,797.27,63,general,91.49,91.49
wa.me,1781,855.08,36,general,88.71,79.89
wanderbop1st.com,4614,1094.15,39,general,84.55,84.55
warmbat.nl,746,643.61,45,general,90.15,90.15
watches2u.com,15479,1117.03,36,general,86.82,86.82
wbahis363.com,670,450.98,96,general,86.44,86.44
webajans.com,6030,1132.41,73,general,84.68,84.68
webconsultas.com,26512,1273.32,48,general,79.01,79.01
weblium.com,10001,1059.5,99,general,88.23,88.23
welfareinfo.or.kr,3713,1101.72,58,general,84.25,84.25
wellnesstheories.com,891,565.58,60,general,88.65,88.65
whatsapp.com,1005,907.41,22,general,87.06,79.29
whatsapp.net,1043,887.9,38,general,87.7,79.52
whgi.net,354,416.15,48,general,84.95,84.95
widdimo.tech,234,232.8,66,dns_heavy,81.02,81.02
wikipedia.org,868,675.96,54,general,91.03,80.72
wilawlibrary.gov,2161,802.24,66,general,90.41,90.41
windows.com,6902,1118.13,186,general,86.73,79.17
windows.net,273,402.21,28,general,84.36,78.32
windowsupdate.com,275,351.05,15,general,83.06,77.85
wineinstitute.org,2517,1008.92,36,general,85.57,85.57
wizgenerator.com,6184,671.73,486,general,94.0,94.0
womeninfilm.org,937,589.54,69,general,89.31,89.31
wordpress.com,2931,993.03,118,general,87.09,79.3
wordpress.org,4756,1095.2,74,general,85.01,78.55
wordpulse360.com,1725,495.24,104,general,87.95,87.95
workers.dev,1772,1040.63,48,general,84.71,78.44
worldcafelive.com,905,601.02,54,general,89.37,89.37
wrscloudhost.com,597,632.43,54,general,89.95,89.95
wvsu.edu.ph,164,259.4,31,dns_heavy,81.16,81.16
wwf.fi,4144,687.23,195,general,94.33,94.33
wx4.top,210,288.41,36,dns_heavy,81.89,81.89
x.com,3746,1220.0,56,general,81.59,77.32
xakerplus.com,19757,1256.03,54,general,82.2,82.2
xbxwxw.net,668,576.86,30,general,88.45,88.45
xcar.com.cn,21961,1279.2,57,general,80.83,80.83
xhcopy.life,9464,1210.3,63,general,84.21,84.21
xiag.net,206,258.96,51,dns_heavy,81.41,81.41
xiaowazi.com,7624,1150.55,105,general,85.31,85.31
xjajx.com,35330,1274.08,55,high_traffic,75.51,75.51
xlwms.com,4044,954.2,93,general,88.1,88.1
xmilf.com,1630,697.14,102,general,92.4,92.4
xn--b1addcngcd6ab9a.xn--p1ai,3065,1054.1,69,general,85.18,85.18
xn--jj0bt2i8umnxa.com,1868,988.58,60,general,86.05,86.05
xnxxxxxarab.motorcycles,743,611.73,51,general,89.51,89.51
xo330.com,19653,1189.86,62,general,83.82,83.82
xs177.com,1935,655.66,98,general,91.55,91.55
xs.cn,407,324.01,48,general,82.91,82.91
xslots.io,9245,1163.16,78,general,85.35,85.35
xxibaocdn.com,6053,900.39,37,general,89.44,89.44
xxnxxxxxxhd.beauty,35494,1278.02,81,high_traffic,75.67,75.67
xxxsxs.com,10564,1231.19,54,general,84.08,84.08
yahoo.com,4620,1209.12,67,general,82.32,77.59
yandex.net,1100,629.56,58,general,90.14,80.4
yandex.ru,1085,741.4,71,general,91.39,80.85
yenisafak.com.tr,449,301.5,36,general,82.28,82.28
yl1001.com,35078,1283.97,57,high_traffic,75.42,75.42
ymcasd.org,1086,792.02,51,general,90.02,90.02
ymcdn.org,390,474.77,30,general,86.05,86.05
yosh.ai,16833,1225.54,93,general,84.54,84.54
yourapps.com.co,853,638.62,60,general,90.27,90.27
yourbestbro.site,473,274.05,39,general,81.71,81.71
youtu.be,3553,1074.87,73,general,84.96,78.54
youtube.com,4394,1006.34,88,general,87.02,81.09
ytimg.com,172,414.03,14,general,84.41,78.34
zain.com,15823,1116.32,120,general,87.72,87.72
zarsaland.ir,33602,1267.59,101,high_traffic,76.92,76.92
zgpingshu.com,3529,1100.79,45,general,84.04,84.04
zjinnova.com,70,123.07,23,dns_heavy,77.98,77.98
zoll-auktion.de,8237,1206.88,60,general,83.75,83.75
zoom.us,14175,1185.64,160,general,87.32,79.39
